"NAME","FACID","STATEID","MCARE_ID","TELEPHONE","FAXPHONE","FACEMAIL","ABBREV","ADDRESS","FAC_CITY","FAC_ST","FAC_ZIP","FACTYPE","OPERSTDESC","CLOSEDDATE","CNTYNAME","LIC_BED_TOTAL","CERT_BED_TOTAL","OPENDATE","BED_EFFECTIVE_DATE"
"GOLDEN RULE HOME HEALTH CARE LLC","OHL51744","1702HHS","","6143229606","","golden.rule@sbcglobal.net","SL-HMED","5150 E MAIN ST, SUITE 204","COLUMBUS","OH","43213","LA1","ACTIVE","","FRANKLIN","","","10/11/2023",""
"GOLDEN YEARS NURSING CENTER","OHL01850","1200N","36F123","5138930471","5137370205","khornsby@goldenyears-care.net","SL-NH","2436 OLD OXFORD ROAD","HAMILTON","OH","45013","L11","ACTIVE","","BUTLER","70","0","02/01/1965","08/24/2012"
"GOLDENSTAR HOMECARE LLC","OHL98796","2082HHS","","6146650002","","mahdiali.6543@gmail.com","SL-HMED","2700 E DUBLIN-GRANVILLE RD, STE 265","COLUMBUS","OH","43231","LA1","ACTIVE","","FRANKLIN","","","03/17/2024",""
"GOLDSTAR HOME HEALTH CARE","OHL99516","3322HHS","","5109749266","","khanalnsons@gmail.com","SL-HMED","207 GLEN CROSSING DR.","ETNA","OH","43062","LA1","ACTIVE","","LICKING","","","09/12/2024",""
"GOOD CHARITY HOME CARE","OHL51895","1795HHN","","4408290194","","paulgranzier@gmail.com","SL-HNM","658 DOVER CENTER ROAD","BAY VILLAGE","OH","44140","LA2","ACTIVE","","CUYAHOGA","","","10/24/2023",""
"GOOD CHOICE HOME CARE, LLC","OHL99279","3093HHN","","6148966094","","goodchoicehomecare5@gmail.com","SL-HMED","1425 E DUBLIN-GRANVILLE RD, STE 201","COLUMBUS","OH","43229","LA1","ACTIVE","","FRANKLIN","","","07/08/2024",""
"GOOD FAITH HOME HEALTH CARE","OHL99512","3318HHN","","5183341397","","healthcaregoodfaithhome@gmail.com","SL-HNM","6234 STOCKTON TRAIL WAY","COLUMBUS","OH","43213","LA2","ACTIVE","","FRANKLIN","","","09/24/2024",""
"GOOD HANDS HOME CARE & ADULT SERVICE LLC","OHL99304","3118HHN","","2164817505","","goodhandshomecare@live.com","SL-HNM","25000 EUCLID AVE","EUCLID","OH","44117","LA2","ACTIVE","","CUYAHOGA","","","05/07/2024",""
"GOOD LIFE CAREGIVERS","OHL51203","1193HHN","","8045485853","","tiss2022@outlook.com","SL-HNM","824 WOODINGTON DR","PATASKALA","OH","43062","LA2","ACTIVE","","LICKING","","","01/25/2023",""
"GOOD REMEDY HOME HEALTHCARE, LLC","OHL6969","3518HHN","","9376403373","","goodremedyhhc@gmail.com","SL-HNM","5062 SCOFIELD PL","DAYTON","OH","45417","LA2","ACTIVE","","MONTGOMERY","","","11/08/2024",""
"GOOD SAMARITAN ENDOSCOPY CENTER NORTH","OHL499896","0621AS","36C0001147","5137945680","5138621190","kelvin_hanger@trihealth.com","SL-AS","10600 MONTGOMERY ROAD SUITE 101","CINCINNATI","OH","45242","L61","ACTIVE","","HAMILTON","5","0","08/10/2000","02/20/2007"
"GOOD SAMARITAN HOSPITAL","OHL2358","1191LH","360134","5138629212","","melissa_helmer@trihealth.com","SL-HSP","375 DIXMYTH AVENUE","CINCINNATI","OH","45220","LH1","ACTIVE","","HAMILTON","569","0","09/17/2024","09/17/2024"
"GOOD SAMARITAN HOSPITAL","OHL03400","0158MAT","","5138621771","5138621190","carolyn_slone@trihealth.com","SL-MAT","375 DIXMYTH AVENUE","CINCINNATI","OH","45220","L89","ACTIVE","","HAMILTON","216","0","","08/25/2023"
"GOOD SHEPHERD HOME","OHL00672","0982R","","4199371801","4199371800","cwidman@goodshepherdhome.com","SL-R","725 COLUMBUS AVENUE","FOSTORIA","OH","44830","L12","ACTIVE","","SENECA","89","0","03/16/1994","01/03/2022"
"GOOD SHEPHERD HOME","OHL00801","0982N","365963","4199371801","4199379325","cwidman@goodshepherdhome.com","SL-NH","725 COLUMBUS AVENUE","FOSTORIA","OH","44830","L11","ACTIVE","","SENECA","95","0","04/01/1950","12/28/2023"
"GOOD SHEPHERD HOME","OHL50929","0921HHS","","4199371801","","cwidman@goodshepherdhome.com","SL-HMED","725 COLUMBUS AVE","FOSTORIA","OH","44830","LA1","ACTIVE","","HANCOCK","","","09/30/2022",""
"GOOD SHEPHERD THE","OHL00116","0472N","365093","4192893523","4192810656","jabraham@lssnetworkofhope.org","SL-NH","622 SOUTH CENTER STREET","ASHLAND","OH","44805","L11","ACTIVE","","ASHLAND","130","0","02/01/1959","03/23/2012"
"GOOD SHEPHERD VILLAGE LLC","OHL01588","1263N","366236","9373221911","9373228606","ckrabbe@aomhc.com","SL-NH","422 NORTH BURNETT ROAD","SPRINGFIELD","OH","45503","L11","ACTIVE","","CLARK","81","0","02/01/1966","01/14/2002"
"GOOD TO BE HOME CARE SERVICES, LLC","OHL99164","2982HHN","","7440695500","","goodtobehomecare@outlook.com","SL-HNM","116 S MARIETTA ST","SAINT CLAIRSVILLE","OH","43950","LA2","ACTIVE","","BELMONT","","","05/15/2024",""
"GOODHEARTS CARE SERVICES LLC","OHL51009","0999HHN","","6146152858","","aweskoshin@gmail.com","SL-HNM","1495 MORSE ROAD","COLUMBUS","OH","43229","LA2","ACTIVE","","FRANKLIN","","","12/01/2022",""
"GOODHEARTS HOME HEALTH LLC","OHL7126","3693HHS","","6148977524","","goodheartshh@gmail.com","SL-HMED","1495 MORSE ROAD STE 311","COLUMBUS","OH","43229","LA1","ACTIVE","","FRANKLIN","","","01/09/2025",""
"GOODHELP HOME CARE SERVICES LLC","OHL51721","1681HHS","","3975868995","","erickmizone22@gmail.com","SL-HNM","1699 GLENN ABBEY DRIVE","DAYTON","OH","45420","LA2","ACTIVE","","MONTGOMERY","","","10/03/2023",""
"GOSHEN SPRINGS HOMECARE LLC","OHL50722","0716HHN","","8005831696","","perfectclaire6@gmail.com","SL-HNM","7577 CENTRAL PARKE BLVD, SUITE 104","MASON","OH","45040","LA2","ACTIVE","","WARREN","","","11/08/2022",""
"GOVERNOR'S POINTE","OHL40039","2359R","","4409516363","4402059323","nicoles@randallresidence.com","SL-R","8506 HENDRICKS ROAD","MENTOR","OH","44060","L12","ACTIVE","","LAKE","44","0","05/22/2002","07/19/2007"
"GOVERNOR'S VILLAGE","OHL02980","2332R","","2162459382","4404428648","pcw@randallresidence.com","SL-R","280 NORTH COMMONS BLVD","MAYFIELD VILLAGE","OH","44143","L12","ACTIVE","","CUYAHOGA","99","0","05/18/2001","10/21/2015"
"GRACE ADULT HOME CARE LLC","OHL6827","3597HHN","","2403609238","","gracembanda@yahoo.com","SL-HNM","4589 DUNGANNON DR","GROVE CITY","OH","43123","LA2","ACTIVE","","FRANKLIN","","","01/04/2025",""
"GRACE AND HOPE HOME HEALTHCARE LLC","OHL51716","1676HHS","","9375540067","","ttjonathan66@yahoo.com","SL-HMED","6834 LOOP ROAD, UNIT 6 A","CENTERVILLE","OH","45459","LA1","ACTIVE","","MONTGOMERY","","","10/02/2023",""
"GRACE BRETHREN VILLAGE","OHL01589","1470N","366263","9378364011","9378364579","lrussell@gbvillage.com","SL-NH","1010 TAYWOOD ROAD","ENGLEWOOD","OH","45322","L11","ACTIVE","","MONTGOMERY","45","0","07/14/1971","12/29/2023"
"GRACE HOME HEALTHCARE ","OHL98970","2247HHN","","5136551347","","gracehomecare40@gmail.com","SL-HNM","1104 IMPRINT LANE","CINCINNATI","OH","45240","LA2","ACTIVE","","HAMILTON","","","06/04/2024",""
"GRACE HOSPICE","OHL42053","0250HSP","361702","5134585545","5134585549","facilitycred@usmmllc.com.","SL-HOS","4435 AICHOLTZ RD STE 400","CINCINNATI","OH","45245","L31","ACTIVE","","CLERMONT","","","09/27/2017",""
"GRACE HOSPICE","OHL42055","0252HSP","361703","4408260350","4408260351","facilitycred@harmonycares.com","SL-HOS","7206 MARKET STREET STE C ","YOUNGSTOWN","OH","44512","L31","ACTIVE","","MAHONING","","","09/27/2017",""
"GRACE HOSPITAL","OHL1699","1147LH","362015","2166871500","","mhennis@gracehospital.org","SL-HSP","2307 WEST 14TH STREET","CLEVELAND","OH","44113","LH1","ACTIVE","","CUYAHOGA","17","0","09/26/2024","09/26/2024"
"GRACE MOUNTAIN HOME HEALTH CARE ","OHL7289","3967HHN","","5138330332","","gracemountainllc@gmail.com","SL-HNM","759 WESSEL DRIVE SUITE 7","FAIRFIELD","OH","45014","LA2","ACTIVE","","BUTLER","","","04/09/2025",""
"GRACE WOODS SENIOR LIVING OF NILES","OHL40294","2425R","","3306524177","3306522295","kdawkins@nileswayhc.com","SL-R","730 YOUNGSTOWN - WARREN ROAD","NILES","OH","44446","L12","ACTIVE","","TRUMBULL","78","0","08/25/2005","07/25/2006"
"GRACE WOODS SENIOR LIVING OF SALEM","OHL01350","1993R","","3303321104","3303371273","ejfabian@gracewoodshc.com","SL-R","1166 BENTON ROAD","SALEM","OH","44460","L12","ACTIVE","","COLUMBIANA","34","0","02/15/2001","01/04/2005"
"GRACEFUL GOLDEN YEARS HOME CARE AGENCY","OHL51290","1274HHN","","5138072563","","charron.mccoy@yahoo.com","SL-HNM","9200 MONTGOMERY ROAD STE 23 B","MONTGOMERY","OH","45242","LA2","ACTIVE","","HAMILTON","","","03/14/2023",""
"GRACEFUL NOBILITY HOME LLC","OHL98929","2209HHN","","6146007688","","info@gracefulnobilityhome.com","SL-HNM","8899 CORAL CANYON CIRCLE","REYNOLDSBURG","OH","43068","LA2","ACTIVE","","FAIRFIELD","","","04/24/2024",""
"GRACELOVE HOME HEALTH SERVICES","OHL99237","3051HHS","","6145221479","","info@gracelovehomehealthservices.com","SL-HMED","6535 E LIVINGSTON AVE","REYNOLDSBURG","OH","43068","LA1","ACTIVE","","FAIRFIELD","","","05/17/2024",""
"GRACELOVE HOME HEALTH SERVICES","OHL51696","1657HHN","","6146268250","","gabedabs@gmail.com","SL-HNM","6535 E LIVINGSTON AVE","REYNOLDSBURG","OH","43068","LA2","ACTIVE","","FAIRFIELD","","","09/25/2023",""
"GRACIOUS HEARTS HEALTHCARE SERVICES LLC","OHL51277","1262HHS","","6144299340","","abimbolaoyedola@gmail.com","SL-HMED","2700 E DUBLIN-GRANVILLE RD, SUITE 288","COLUMBUS","OH","43231","LA1","ACTIVE","","FRANKLIN","","","01/18/2023",""
"GRACIOUS HOME CARE AGENCY INC.","OHL50897","0889HHN","","3472477690","","jprinston6@yahoo.com","SL-HNM","201 E 5TH ST STE 1900","CINCINNATI","OH","45202","LA2","ACTIVE","","HAMILTON","","","08/16/2023",""
"GRADY MEMORIAL HOSPITAL","OHL2839","1163LH","360210","7403685145","","crystal.morris@ohiohealth.com","SL-HSP","561 WEST CENTRAL AVENUE","DELAWARE","OH","43015","LH1","ACTIVE","","DELAWARE","72","0","09/27/2024","09/27/2024"
"GRADY MEMORIAL HOSPITAL","OHL03277","0018MAT","","7406151000","7406151015","heidi.peterson@ohiohealth.com","SL-MAT","561 WEST CENTRAL AVENUE","DELAWARE","OH","43015","L89","ACTIVE","","DELAWARE","29","0","","08/22/2022"
"GRAFTON OAKS NURSING CENTER","OHL01684","0422N","365716","9372764040","9372764555","admin@graftonoaks.com","SL-NH","405 GRAFTON AVENUE","DAYTON","OH","45406","L11","ACTIVE","","MONTGOMERY","99","0","10/19/1988","12/30/2015"
"GRAND LAKE HEALTH SYSTEM","OHL2267","1111LH","360032","4193943335","","cberning@jtdmh.org","SL-HSP","200 SAINT CLAIR STREET","SAINT MARYS","OH","45885","LH1","ACTIVE","","AUGLAIZE","92","0","09/26/2024","09/26/2024"
"GRAND LAKE HOME HEALTH","OHL50360","0355HHS","","4193947434","","cberning@jtdmh.org","SL-HMED","1122 E. SPRING ST.","SAINT MARYS","OH","45885","LA1","ACTIVE","","AUGLAIZE","","","09/30/2022",""
"GRAND LAKE HOSPICE","OHL40570","0160HSP","361636","4193947434","4193946503","lbernard@jtdmh.org","SL-HOS","1122 EAST SPRING STREET","SAINT MARYS","OH","45885","L31","ACTIVE","","AUGLAIZE","","","10/18/2006",""
"GRAND RAPIDS CARE CENTER","OHL00790","0274N","366181","4198325195","4198327020","seth.roberts@saberhealth.com","SL-NH","24201 WEST THIRD ST","GRAND RAPIDS","OH","43522","L11","ACTIVE","","WOOD","32","0","04/01/1962","12/18/2017"
"GRAND RIVER HEALTH & REHAB CENTER","OHL42071","2796N","365492","4402268869","4402268882","marie.thur@saberhealth.com","SL-NH","1515 BROOKSTONE BLVD","PAINESVILLE","OH","44077","L11","ACTIVE","","LAKE","80","0","12/21/2017","12/21/2017"
"GRAND THE","OHL41865","2700N","366435","6145455524","","danielle.batdorff@optalishealthcare.com","SL-NH","4500 JOHN SHIELDS PARKWAY","DUBLIN","OH","43017","L11","ACTIVE","","FRANKLIN","128","0","10/27/2015","11/13/2024"
"GRANDE LAKE HEALTHCARE CENTER","OHL01814","1933N","365809","4193947611","4193943485","licensurenotices@chs-corp.com","SL-NH","1209 INDIANA AVENUE","SAINT MARYS","OH","45885","L11","ACTIVE","","AUGLAIZE","45","0","06/18/1990","12/28/2012"
"GRANDE LAKE HEALTHCARE CENTER","OHL01640","1933R","","4193947611","4193943485","janetaylor@chs-corp.com","SL-R","1209 INDIANA AVENUE","SAINT MARYS","OH","45885","L12","ACTIVE","","AUGLAIZE","33","0","06/18/1990","01/25/2002"
"GRANDE POINTE HEALTHCARE COMMUNITY","OHL00332","2044N","366008","2162619600","2162619662","licensurenotices@chs-corp.com","SL-NH","THREE MERIT DRIVE","RICHMOND HEIGHTS","OH","44143","L11","ACTIVE","","CUYAHOGA","176","0","05/03/1995","08/26/2015"
"GRANDE VILLAGE SUITES","OHL40392","2437R","","3309633600","3309630658","kkilbane@sprengerhealthcare.com","SL-R","2610 EAST AURORA ROAD","TWINSBURG","OH","44087","L12","ACTIVE","","SUMMIT","120","0","05/03/2006","10/02/2019"
"GRANDE VILLAGE VILLAS","OHL41843","2685R","","3309633600","4409894361","kkilbane@sprengerhealthcare.com","SL-R","2625 EAST AURORA ROAD","TWINSBURG","OH","44087","L12","ACTIVE","","SUMMIT","108","0","03/26/2015","03/26/2015"
"GRANS HOMECARE AGENCY LLC","OHL50641","0635HHN","","4405965239","","granshomecareagency@gmail.com","SL-HNM","17325 EUCLID AVE SUITE 3021","CLEVELAND","OH","44112","LA2","ACTIVE","","CUYAHOGA","","","09/30/2022",""
"GRANT MEDICAL CENTER","OHL03284","0025MAT","","6145668952","6145668420","michael.lawson@ohiohealth.com","SL-MAT","111 SOUTH GRANT AVENUE","COLUMBUS","OH","43215","L89","ACTIVE","","FRANKLIN","91","0","","10/01/2019"
"GRANT MEDICAL CENTER","OHL2824","1173LH","360017","6145668952","","crystal.morris@ohiohealth.com","SL-HSP","111 SOUTH GRANT AVENUE","COLUMBUS","OH","43215","LH1","ACTIVE","","FRANKLIN","564","0","09/27/2024","09/27/2024"
"GRATEFUL HEARTS HEALTHCARE SERVICES, LLC","OHL51226","1214HHN","","6142096590","","m.baraka@gratefulheartshealthcareservices.com","SL-HNM","5330 E MAIN STREET, SUITE 108","COLUMBUS","OH","43213","LA2","ACTIVE","","FRANKLIN","","","10/03/2022",""
"GRATEFUL HEARTS HOME HEALTHCARE LLC","OHL50337","0332HHS","","6142096590","","m.baraka@gratefulheartshealthcareservices.com","SL-HMED","5330 E MAIN STREET, SUITE 108","COLUMBUS","OH","43213","LA1","ACTIVE","","FRANKLIN","","","09/29/2022",""
"GREAT DIRECT CARE LLC","OHL7043","3706HHN","","7033866719","","azad@greatcareathome.org","SL-HNM","1604 E PERKINS AVE, SUITE 104","SANDUSKY","OH","44870","LA2","ACTIVE","","ERIE","","","01/15/2025",""
"GREAT HOME HEALTH CARE LLC","OHL50958","0950HHS","","6144754026","","greathh2@gmail.com","SL-HMED","29999 EAST DUBLIN GRANVILLE ROAD, STE 215","COLUMBUS","OH","43231","LA1","ACTIVE","","FRANKLIN","","","12/01/2022",""
"GREAT HOMECARE INC","OHL51207","1196HHN","","6148496956","","nojuta@rediffmail.com","SL-HNM","3012 FOXHOUND DR","FAIRFIELD","OH","45011","LA2","ACTIVE","","BUTLER","","","01/23/2023",""
"GREAT LAKES AMBULATORY SURGERY CENTER","OHL41867","1124AS","36C0001293","4403062400","4403062359","mikhaiemd@yahoo.com","SL-AS","9002 MENTOR AVE","MENTOR","OH","44060","L61","ACTIVE","","LAKE","1","0","09/22/2015","09/22/2015"
"GREAT-WEST HEALTHCARE OF OHIO","OHH0052","0052HMO","","8005372033","3037374735","not available","SL-HMO","24950 COUNTRY CLUB BLVD SUITE 400","CHERRY HILLS VILLAGE","CO","80111","L50","ACTIVE","","ARAPAHOE","","","06/03/1997",""
"GREATER AKRON DIALYSIS CENTER","OHL00543","0196DC","362503","3303764905","3303764060","clinic1273@fmc-na.com","SL-DC","345 BISHOP STREET","AKRON","OH","44307","L63","ACTIVE","","SUMMIT","30","0","06/18/1998","12/23/2002"
"GREATER CLEVELAND HOME HEALTH CARE INC.","OHL50837","0830HHS","","4402324995","","ayaros@greaterchhc.com","SL-HMED","23811 CHAGRIN BLVD, SUITE 280","BEACHWOOD","OH","44122","LA1","ACTIVE","","CUYAHOGA","","","09/30/2022",""
"GREATER DAYTON SURGERY CENTER","OHL40590","0815AS","36C0001220","9375352200","9375352201","tevans@daytonsurgerycenter.com","SL-AS","1625 DELCO PARK DRIVE","DAYTON","OH","45420","L61","ACTIVE","","MONTGOMERY","5","0","10/25/2006","10/25/2006"
"GREEN HILLS INN","OHL01887","1637R","","9374653895","9374654390","bforshey@greenhillscommunity.org","SL-R","6559 U.S. 68 SOUTH","WEST LIBERTY","OH","43357","L12","ACTIVE","","LOGAN","60","0","09/15/1977","04/16/2024"
"GREEN MEADOWS SKILLED NURSING AND REHAB","OHL01408","2298N","365604","3308751456","3308751576","sdewald@greenmeadowshc.com","SL-NH","7770 COLUMBUS ROAD, NE","LOUISVILLE","OH","44641","L11","ACTIVE","","STARK","110","0","08/09/2000","01/26/2018"
"GREEN VILLAGE SKILLED NURSING & REHABILITATION, LT","OHL41821","2679N","366425","3304090351","3304090352","kmeiser@greenvillagesnr.com","SL-NH","708 MOORE ROAD","PORTAGE LAKES","OH","44319","L11","ACTIVE","","SUMMIT","69","0","01/20/2015","02/07/2024"
"GREENBAY HOME HEALTH CARE LLC","OHL6818","3576HHS","","6148153622","","greenbayhomehealthcare@gmail.com","SL-HMED","2236 S HAMILTON ROAD SUITE 201E","COLUMBUS","OH","43232","LA1","ACTIVE","","FRANKLIN","","","12/23/2024",""
"GREENBRIAR CENTER","OHL00260","1978N","365853","3307263700","3307262194","licensurenotices@chs-corp.com","SL-NH","8064 SOUTH AVENUE","BOARDMAN","OH","44512","L11","ACTIVE","","MAHONING","120","0","12/17/1992","01/31/2002"
"GREENBRIAR NURSING CENTER","OHL01819","1953N","365854","9374569535","9374569530","hsummers@greenbriarcampus.com","SL-NH","501 WEST LEXINGTON ROAD","EATON","OH","45320","L11","ACTIVE","","PREBLE","74","0","08/20/1991","01/28/2002"
"GREENBRIER HEALTH CENTER","OHL00161","1365N","365192","4408885900","4408876777","j.gindlesperger@chs-corp.com","SL-NH","6455 PEARL ROAD","PARMA HEIGHTS","OH","44130","L11","ACTIVE","","CUYAHOGA","162","0","03/01/1968","04/30/2015"
"GREENFIELD AREA MEDICAL CENTER","OHL2363","1200LH","361304","9379819400","","shaynes@adena.org","SL-HSP","550 MIRABEAU STREET","GREENFIELD","OH","45123","LH1","ACTIVE","","HIGHLAND","25","0","09/27/2024","09/27/2024"
"GREENFIELD ESTATE ALZHEIMER'S SPECIAL CARE CENTER","OHL41939","2735R","","3306641650","3306641651","lekidd@ridgelineteam.com","SL-R","3522 COMMERCIAL DRIVE","AKRON","OH","44333","L12","ACTIVE","","SUMMIT","66","0","08/04/2016","08/04/2016"
"GREENFIELD SKILLED NURSING & REHABILITATION","OHL01830","0196N","366038","9379813349","9379812859","admin@greenfieldsnf.com","SL-NH","238 SOUTH WASHINGTON STREET","GREENFIELD","OH","45123","L11","ACTIVE","","HIGHLAND","50","0","11/01/1953","02/15/2002"
"GREENSTAFF HOME CARE ","OHL51747","1705HHN","","8332562541","","lauren.mcgraw@greenstaffhomecare.com","SL-HNM","8044 MONTGOMERY ROAD","CINCINNATI","OH","45236","LA2","ACTIVE","","HAMILTON","","","10/06/2023",""
"GREENVIEW SENIOR ASSISTED LIVING","OHL499954","2377R","","3308990404","3308990450","jringer@greenviewassistedliving.com","SL-R","4000 MASSILON ROAD","UNIONTOWN","OH","44685","L12","ACTIVE","","SUMMIT","110","0","10/24/2002","02/14/2003"
"GRISWOLD HOME CARE","OHL50777","0772HHN","","4408357900","","scott.kaase@griswoldhomecare.com","SL-HNM","28111 LORAIN RD","NORTH OLMSTED","OH","44070","LA2","ACTIVE","","CUYAHOGA","","","09/30/2022",""
"GRISWOLD HOME CARE","OHL51052","1042HHN","","6144472100","","scott.kaase@griswoldhomecare.com","SL-HNM","4705 N HIGH STREET","COLUMBUS","OH","43214","LA2","ACTIVE","","FRANKLIN","","","09/30/2022",""
"GRISWOLD HOME CARE","OHL42444","0033HHN","","5137777550","","mbarth@griswoldhomecare.com","SL-HNM","PO BOX 11","WEST CHESTER","OH","45071","LA2","ACTIVE","","BUTLER","","","",""
"GRISWOLD HOME CARE CINCINNATI EAST","OHL50622","0616HHN","","5132751919","","chuck.davis@griswoldhomecare.com","SL-HNM","8044 MONTGOMERY ROAD, SUITE 700","CINCINNATI","OH","45236","LA2","ACTIVE","","HAMILTON","","","09/30/2022",""
"GRISWOLD HOME CARE FOR SOUTHEAST DAYTON","OHL99274","3088HHN","","9377414877","","rick.hall@griswoldhomecare.com","SL-HNM","4130 LINDEN AVE SUITE 314","DAYTON","OH","45432","LA2","ACTIVE","","MONTGOMERY","","","06/30/2024",""
"GRISWOLD HOME CARE MEDINA,WAYNE & WESTERN STARK","OHL50686","0680HHN","","3302209700","","renato@ghcmedina.com","SL-HNM","1002 PEARL RD","BRUNSWICK","OH","44212","LA2","ACTIVE","","MEDINA","","","09/30/2022",""
"GRISWOLD HOME CARE S COLUMBUS AND FAIRFIELD COUNTY","OHL51055","1044HHN","","6149163002","","jeffrey.boesger@griswoldhomecare.com","SL-HNM","495 MAIN ST ","GROVEPORT","OH","43125","LA2","ACTIVE","","FRANKLIN","","","09/30/2022",""
"GRISWOLD HOME CARE SUMMIT-S CUYAHOGA OFFICE","OHL50735","0729HHN","","4405825890","","cathy-ricker@griswoldhomecare.com","SL-HNM","10552 ALBION ROAD","NORTH ROYALTON","OH","44133","LA2","ACTIVE","","CUYAHOGA","","","09/30/2022",""
"GROVE CITY DIALYSIS","OHL40859","0873DC","362716","6148010323","6148010539","vickie.thompson@davita.com","SL-DC","4155 KELNOR DR","GROVE CITY","OH","43123","L63","ACTIVE","","FRANKLIN","8","0","12/19/2007","12/19/2007"
"GROVE CITY EYE SURGERY CENTER","OHL98965","1337AS","","6148019111","6148011643","lw@eyeohio.com","SL-AS","3154 PARK ST","GROVE CITY","OH","43123","L61","ACTIVE","","FRANKLIN","1","0","01/22/2025","01/22/2025"
"GROVE CITY SENIOR LIVING, LLC","OHL42359","2942R","","6149570029","6149570030","meghansiegel@traditionsmgmt.net","SL-R","3615 GLACIAL LANE","GROVE CITY","OH","43123","L12","ACTIVE","","FRANKLIN","134","0","05/23/2022","05/23/2022"
"GROVE CITY SURGERY CENTER","OHL42064","1194AS","36C0001314","6148320702","6148691886","lsaul@oosisurgery.com","SL-AS","1325 STRINGTOWN ROAD, SUITE 100","GROVE CITY","OH","43123","L61","ACTIVE","","FRANKLIN","5","0","03/05/2018","04/01/2024"
"GUARDIAN ANGEL HEALTH AGENCY LLC","OHL98907","2189HHS","","6148683225","","administrator@guardianangelha.com","SL-HMED","639 S HAMILTON RD","WHITEHALL","OH","43213","LA1","ACTIVE","","FRANKLIN","","","04/18/2024",""
"GUARDIAN ANGEL HOME CARE AND HOSPICE OF AKRON LLC","OHL51452","1429HHS","","3304934707","","admin@gahc94.com","SL-HMED","2641 S ARLINGTON RD","AKRON","OH","44319","LA1","ACTIVE","","SUMMIT","","","06/05/2023",""
"GUARDIAN ANGEL HOME CARE AND HOSPICE OF AKRON, LLC","OHL41629","0211HSP","361673","3307520141","3306457274","admin@gahc94.com","SL-HOS","2641 SOUTH ARLINGTON ROAD","AKRON","OH","44319","L31","ACTIVE","","SUMMIT","","","05/24/2012",""
"GUARDIAN ANGEL HOME CARE OF COLUMBUS, LLC","OHL50437","0432HHS","","6142974757","","admin@gahc94.com","SL-HMED","4889 SINCLAIR ROAD, SUITE 109","COLUMBUS","OH","43229","LA1","ACTIVE","","FRANKLIN","","","10/05/2022",""
"GUARDIAN ANGEL HOME CARE OF MORAINE LLC ","OHL50275","0270HHS","","9376433472","","admin@gahc94.com","SL-HMED","3055 KETTERING SUITE 307","MORAINE","OH","45439","LA1","ACTIVE","","MONTGOMERY","","","01/10/2023",""
"GUARDIAN ANGEL HOME CARE OF SYLVANIA, LLC","OHL50438","0433HHS","","4198242100","","admin@gahc94.com","SL-HMED","5800 MONROE STREET","SYLVANIA","OH","43560","LA1","ACTIVE","","LUCAS","","","10/05/2022",""
"GUARDIAN ANGEL HOME HEALTH CARE, LLC","OHL52130","2012HHS","","6144417900","","guardiananglehh2024@gmail.com","SL-HMED","2021 E DUBLIN-GRANVILLE RD, STE 246","COLUMBUS","OH","43229","LA1","ACTIVE","","FRANKLIN","","","02/23/2024",""
"GUARDIAN ANGELS HOME HEALTH CARE, INC","OHL50292","0287HHN","","4195177797","","lami@guardianangelshhc.org","SL-HNM","8553 SYLVANIA-METAMORA","SYLVANIA","OH","43560","LA2","ACTIVE","","LUCAS","","","09/30/2022",""
"GUARDIAN HEALTH CARE CENTER","OHL00198","1703N","365460","3307431393","3307448913","dmontella@windsorhouseinc.com","SL-NH","1735 BELMONT AVENUE","YOUNGSTOWN","OH","44504","L11","ACTIVE","","MAHONING","58","0","05/01/1980","04/26/2023"
"GUARDIANS HOME CARE LLC","OHL50952","0944HHN","","2162826200","","larrisewilliford@gmail.com","SL-HNM","1468 WEST 9TH ST, SUITE 100","CLEVELAND","OH","44113","LA2","ACTIVE","","CUYAHOGA","","","11/30/2022",""
"GUARDIANS HOME HEALTHCARE LLC","OHL50730","0724HHS","","2162826200","","larrisewilliford@gmail.com","SL-HMED","1468 WEST 9TH ST, SUITE 100","CLEVELAND","OH","44113","LA1","ACTIVE","","CUYAHOGA","","","11/13/2023",""
"GUERNSEY COUNTY SENIOR CITIZENS CENTER INC","OHL51067","1056HHN","","7404396681","","sgress@guernseysenior.org","SL-HNM","1022 CARLISLE AVENUE ","CAMBRIDGE","OH","43725","LA2","ACTIVE","","GUERNSEY","","","09/30/2022",""
"GUIDANCE HOME HEALTH CARE LLC","OHL6834","3608HHS","","6143708663","","guidancehhc@gmail.com","SL-HMED","6161 BUSCH BLVD, STE 72","COLUMBUS","OH","43229","LA1","ACTIVE","","FRANKLIN","","","12/07/2024",""
"GUIDE HOME HEALTHCARE","OHL50927","0919HHN","","6146800441","","amaldirieh14@gmail.com","SL-HNM","4219 WESTVIEW CENTER PLAZA","COLUMBUS","OH","43228","LA2","ACTIVE","","FRANKLIN","","","03/06/2023",""
"GUIDING HANDS HOME HEALTH SERVICES, INC","OHL42496","0086HHS","","4198985909","","diane@guidinghandshomehealth.com","SL-HMED","224 W WATER STREET","OAK HARBOR","OH","43449","LA1","ACTIVE","","OTTAWA","","","09/30/2022",""
"GUTDODB LLC","OHL6974","3526HHN","","5132687692","","gutdodbllc@gmail.com","SL-HNM","5581 HOFFMAN RD","MILFORD","OH","45150","LA2","ACTIVE","","CLERMONT","","","11/18/2024",""
