Discipline,HPSA ID,HPSA Name,Designation Type,Primary State Name,County Name,HPSA FTE Short,HPSA Score,PC MCTA Score,Status,Rural Status,Designation Date,Update Date
,Five Points Primary Care,200 Park Ave W,Mansfield,OH,44902-1608,Richland,Non-Rural,,,,,
,Hawkins Medical Center,2131 Park Ave W STE 200,Ontario,OH,44906-1226,Richland,Non-Rural,,,,,
,Malabar Care Connect,205 W Cook Rd UNIT Suite,Mansfield,OH,44907-2405,Richland,Non-Rural,,,,,
,Mansfield Care Connect,124 N Linden Rd RM 1104,Mansfield,OH,44906-2616,Richland,Non-Rural,,,,,
,Mansfield Family Health 2,270 Sterkel Blvd STE A,Mansfield,OH,44907-1508,Richland,Non-Rural,,,,,
,Mobile Medical & Dental Unit,2903 Park Ave W,Ontario,OH,44906-1000,Richland,Non-Rural,,,,,
,Shelby Health & Wellness Center,31 E Main St,Shelby,OH,44875-1262,Richland,Non-Rural,,,,,
,"Third Street Community Clinic, Inc.",600 W 3rd St,Mansfield,OH,44906-2633,Richland,Non-Rural,,,,,
,Third Street Family Health Services Adminstration,1404 Park Ave W,Ontario,OH,44906-2719,Richland,Non-Rural,,,,,
Dental Health,6399993979,3RD STREET COMMUNITY CLINIC,Federally Qualified Health Center,Ohio,"Richland County, OH",,26,NA,Designated,Non-Rural,08/14/1978,09/11/2021
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,9th Street Dental,431 E 9th St,Ashland,OH,44805-1903,Ashland,Rural,,,,,
,Ashland Health and Wellness,309 Arthur St,Ashland,OH,44805-3206,Ashland,Rural,,,,,
,Bucyrus Health and Wellness Center,2458 Stetzer Rd UNIT A,Bucyrus,OH,44820-2066,Crawford,Rural,,,,,
,Community Counseling and Wellness Centers-Bucyrus,2458 Stetzer Rd,Bucyrus,OH,44820-2066,Crawford,Rural,,,,,
,Community Counseling and Wellness Centers-Marion,320 Executive Dr,Marion,OH,43302-6310,Marion,Rural,,,,,
,Cornerstone OB/GYN,770 Balgreen Dr,Mansfield,OH,44906-4106,Richland,Non-Rural,,,,,
,Five Points Primary Care,200 Park Ave W,Mansfield,OH,44902-1608,Richland,Non-Rural,,,,,
,Hawkins Medical Center,2131 Park Ave W STE 200,Ontario,OH,44906-1226,Richland,Non-Rural,,,,,
,Malabar Care Connect,205 W Cook Rd UNIT Suite,Mansfield,OH,44907-2405,Richland,Non-Rural,,,,,
,Mansfield Care Connect,124 N Linden Rd RM 1104,Mansfield,OH,44906-2616,Richland,Non-Rural,,,,,
,Mansfield Family Health 2,270 Sterkel Blvd STE A,Mansfield,OH,44907-1508,Richland,Non-Rural,,,,,
,Mobile Medical & Dental Unit,2903 Park Ave W,Ontario,OH,44906-1000,Richland,Non-Rural,,,,,
,Shelby Health & Wellness Center,31 E Main St,Shelby,OH,44875-1262,Richland,Non-Rural,,,,,
,"Third Street Community Clinic, Inc.",600 W 3rd St,Mansfield,OH,44906-2633,Richland,Non-Rural,,,,,
,Third Street Family Health Services Adminstration,1404 Park Ave W,Ontario,OH,44906-2719,Richland,Non-Rural,,,,,
Primary Care,13999939A7,"FAMILY HEALTH CARE OF NORTHWEST OHIO, INC.",Federally Qualified Health Center,Ohio,"Van Wert County, OH",,21,21,Designated,Rural,10/18/2007,09/11/2021
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,"Family Health Care of Northwest Ohio, Inc.",1191 Westwood Dr,Van Wert,OH,45891-2464,Van Wert,Rural,,,,,
Mental Health,73999939A4,"FAMILY HEALTH CARE OF NORTHWEST OHIO, INC.",Federally Qualified Health Center,Ohio,"Van Wert County, OH",,19,NA,Designated,Rural,10/18/2007,09/11/2021
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,"Family Health Care of Northwest Ohio, Inc.",1191 Westwood Dr,Van Wert,OH,45891-2464,Van Wert,Rural,,,,,
Dental Health,63999939C1,"FAMILY HEALTH CARE OF NORTHWEST OHIO, INC.",Federally Qualified Health Center,Ohio,"Van Wert County, OH",,25,NA,Designated,Rural,10/18/2007,09/11/2021
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,"Family Health Care of Northwest Ohio, Inc.",1191 Westwood Dr,Van Wert,OH,45891-2464,Van Wert,Rural,,,,,
Primary Care,13999939B3,FAIRFIELD COMMUNITY HEALTH CENTER,Federally Qualified Health Center,Ohio,"Fairfield County, OH",,21,18,Designated,Rural,04/24/2007,09/11/2021
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,FCHC Medical Mobile Clinic,220 E Walnut St,Lancaster,OH,43130-4464,Fairfield,Rural,,,,,
,FCHC South,220 E Walnut St,Lancaster,OH,43130-4464,Fairfield,Rural,,,,,
Mental Health,73999939A5,FAIRFIELD COMMUNITY HEALTH CENTER,Federally Qualified Health Center,Ohio,"Fairfield County, OH",,20,NA,Designated,Rural,04/24/2007,09/11/2021
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,FCHC Medical Mobile Clinic,220 E Walnut St,Lancaster,OH,43130-4464,Fairfield,Rural,,,,,
,FCHC South,220 E Walnut St,Lancaster,OH,43130-4464,Fairfield,Rural,,,,,
Dental Health,63999939C2,FAIRFIELD COMMUNITY HEALTH CENTER,Federally Qualified Health Center,Ohio,"Fairfield County, OH",,25,NA,Designated,Rural,04/24/2007,09/11/2021
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,FCHC Medical Mobile Clinic,220 E Walnut St,Lancaster,OH,43130-4464,Fairfield,Rural,,,,,
,FCHC South,220 E Walnut St,Lancaster,OH,43130-4464,Fairfield,Rural,,,,,
Primary Care,139999391D,"Ohio North East Health Systems, Inc.",Federally Qualified Health Center,Ohio,"Mahoning County, OH",,22,18,Designated,Non-Rural,10/26/2002,09/11/2021
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,3999 Belmont,3999 Belmont Ave,Youngstown,OH,44505-1409,Trumbull,Non-Rural,,,,,
,East Market Street Warren,1032 E Market St,Warren,OH,44483-6602,Trumbull,Non-Rural,,,,,
,Good Samaritan Community Health Center,1390 S Arch Ave,Alliance,OH,44601-4111,Stark,Rural,,,,,
,Kids 1st Pediatrics,1821 E Market St,Warren,OH,44483-6627,Trumbull,Non-Rural,,,,,
,Lloyd McCoy Community Health Center,1977 Niles Rd SE,Warren,OH,44484-5118,Trumbull,Non-Rural,,,,,
,Mobile Health Van,716 Tod Ave SW,Warren,OH,44485-3608,Trumbull,Non-Rural,,,,,
,Newton Falls Community Health Center,175 E Broad St,Newton Falls,OH,44444-1708,Trumbull,Non-Rural,,,,,
,Premier Care Pediatrics,2642 State Route 5,Cortland,OH,44410-9393,Trumbull,Non-Rural,,,,,
,RISE Recovery,3132 Belmont Ave,Youngstown,OH,44505-1838,Trumbull,Non-Rural,,,,,
,WARREN WEST COMMUNITY HEALTH CTR,716 Tod Ave SW,Warren,OH,44485-3608,Trumbull,Non-Rural,,,,,
,Youngstown Community Health Center,726 Wick Ave,Youngstown,OH,44505-2827,Mahoning,Non-Rural,,,,,
Mental Health,7399993964,"Ohio North East Health Systems, Inc.",Federally Qualified Health Center,Ohio,"Mahoning County, OH",,20,NA,Designated,Non-Rural,10/26/2002,09/11/2021
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,3999 Belmont,3999 Belmont Ave,Youngstown,OH,44505-1409,Trumbull,Non-Rural,,,,,
,East Market Street Warren,1032 E Market St,Warren,OH,44483-6602,Trumbull,Non-Rural,,,,,
,Good Samaritan Community Health Center,1390 S Arch Ave,Alliance,OH,44601-4111,Stark,Rural,,,,,
,Kids 1st Pediatrics,1821 E Market St,Warren,OH,44483-6627,Trumbull,Non-Rural,,,,,
,Lloyd McCoy Community Health Center,1977 Niles Rd SE,Warren,OH,44484-5118,Trumbull,Non-Rural,,,,,
,Mobile Health Van,716 Tod Ave SW,Warren,OH,44485-3608,Trumbull,Non-Rural,,,,,
,Newton Falls Community Health Center,175 E Broad St,Newton Falls,OH,44444-1708,Trumbull,Non-Rural,,,,,
,Premier Care Pediatrics,2642 State Route 5,Cortland,OH,44410-9393,Trumbull,Non-Rural,,,,,
,RISE Recovery,3132 Belmont Ave,Youngstown,OH,44505-1838,Trumbull,Non-Rural,,,,,
,WARREN WEST COMMUNITY HEALTH CTR,716 Tod Ave SW,Warren,OH,44485-3608,Trumbull,Non-Rural,,,,,
,Youngstown Community Health Center,726 Wick Ave,Youngstown,OH,44505-2827,Mahoning,Non-Rural,,,,,
Dental Health,6399993967,"Ohio North East Health Systems, Inc.",Federally Qualified Health Center,Ohio,"Mahoning County, OH",,25,NA,Designated,Non-Rural,10/26/2002,09/11/2021
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,3999 Belmont,3999 Belmont Ave,Youngstown,OH,44505-1409,Trumbull,Non-Rural,,,,,
,East Market Street Warren,1032 E Market St,Warren,OH,44483-6602,Trumbull,Non-Rural,,,,,
,Good Samaritan Community Health Center,1390 S Arch Ave,Alliance,OH,44601-4111,Stark,Rural,,,,,
,Kids 1st Pediatrics,1821 E Market St,Warren,OH,44483-6627,Trumbull,Non-Rural,,,,,
,Lloyd McCoy Community Health Center,1977 Niles Rd SE,Warren,OH,44484-5118,Trumbull,Non-Rural,,,,,
,Mobile Health Van,716 Tod Ave SW,Warren,OH,44485-3608,Trumbull,Non-Rural,,,,,
,Newton Falls Community Health Center,175 E Broad St,Newton Falls,OH,44444-1708,Trumbull,Non-Rural,,,,,
,Premier Care Pediatrics,2642 State Route 5,Cortland,OH,44410-9393,Trumbull,Non-Rural,,,,,
,RISE Recovery,3132 Belmont Ave,Youngstown,OH,44505-1838,Trumbull,Non-Rural,,,,,
,WARREN WEST COMMUNITY HEALTH CTR,716 Tod Ave SW,Warren,OH,44485-3608,Trumbull,Non-Rural,,,,,
,Youngstown Community Health Center,726 Wick Ave,Youngstown,OH,44505-2827,Mahoning,Non-Rural,,,,,
Primary Care,139999391J,Community and Rural Health Services,Federally Qualified Health Center,Ohio,"Sandusky County, OH",,21,17,Designated,Rural,10/26/2002,09/11/2021
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Community Health Services - East,1220 E State St,Fremont,OH,43420-4360,Sandusky,Rural,,,,,
,Community Health Services - Fostoria,502 Van Buren St,Fostoria,OH,44830-1533,Hancock,Rural,,,,,
,Community Health Services - Main Site,2221 Hayes Ave,Fremont,OH,43420-2632,Sandusky,Rural,,,,,
,Community Health Services - Napoleon,407 Independence Dr,Napoleon,OH,43545-8662,Henry,Rural,,,,,
,Community Health Services - Stony Ridge,5734 Fremont Pike,Stony Ridge,OH,43463-9507,Wood,Non-Rural,,,,,
,Community Health Services - Third Avenue,605 3rd Ave STE F,Fremont,OH,43420-3269,Sandusky,Rural,,,,,
,Community Health Services - West,2276 W State St,Fremont,OH,43420-1439,Sandusky,Rural,,,,,
,Community Health Services - Willard,3909 State Route 103 S,Willard,OH,44890-9570,Huron,Rural,,,,,
Mental Health,7399993968,Community and Rural Health Services,Federally Qualified Health Center,Ohio,"Sandusky County, OH",,22,NA,Designated,Rural,10/26/2002,09/11/2021
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Community Health Services - East,1220 E State St,Fremont,OH,43420-4360,Sandusky,Rural,,,,,
,Community Health Services - Fostoria,502 Van Buren St,Fostoria,OH,44830-1533,Hancock,Rural,,,,,
,Community Health Services - Main Site,2221 Hayes Ave,Fremont,OH,43420-2632,Sandusky,Rural,,,,,
,Community Health Services - Napoleon,407 Independence Dr,Napoleon,OH,43545-8662,Henry,Rural,,,,,
,Community Health Services - Stony Ridge,5734 Fremont Pike,Stony Ridge,OH,43463-9507,Wood,Non-Rural,,,,,
,Community Health Services - Third Avenue,605 3rd Ave STE F,Fremont,OH,43420-3269,Sandusky,Rural,,,,,
,Community Health Services - West,2276 W State St,Fremont,OH,43420-1439,Sandusky,Rural,,,,,
,Community Health Services - Willard,3909 State Route 103 S,Willard,OH,44890-9570,Huron,Rural,,,,,
Dental Health,6399993971,Community and Rural Health Services,Federally Qualified Health Center,Ohio,"Sandusky County, OH",,25,NA,Designated,Rural,10/26/2002,09/11/2021
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Community Health Services - East,1220 E State St,Fremont,OH,43420-4360,Sandusky,Rural,,,,,
,Community Health Services - Fostoria,502 Van Buren St,Fostoria,OH,44830-1533,Hancock,Rural,,,,,
,Community Health Services - Main Site,2221 Hayes Ave,Fremont,OH,43420-2632,Sandusky,Rural,,,,,
,Community Health Services - Napoleon,407 Independence Dr,Napoleon,OH,43545-8662,Henry,Rural,,,,,
,Community Health Services - Stony Ridge,5734 Fremont Pike,Stony Ridge,OH,43463-9507,Wood,Non-Rural,,,,,
,Community Health Services - Third Avenue,605 3rd Ave STE F,Fremont,OH,43420-3269,Sandusky,Rural,,,,,
,Community Health Services - West,2276 W State St,Fremont,OH,43420-1439,Sandusky,Rural,,,,,
,Community Health Services - Willard,3909 State Route 103 S,Willard,OH,44890-9570,Huron,Rural,,,,,
Primary Care,1219992195,"HealthPoint Family Care, Inc.",Federally Qualified Health Center,Kentucky,"Campbell County, KY",,17,20,Designated,Non-Rural,10/26/2002,09/11/2021
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,6th District Elementary School,1901 Maryland Ave,Covington,KY,41014-1442,Kenton,Non-Rural,,,,,
,9th District Elementary,2800 Indiana Ave,Covington,KY,41015-1029,Kenton,Non-Rural,,,,,
,Brookside Elementary,199 Brookside Dr,Nicholasville,KY,40356-1040,Jessamine,Non-Rural,,,,,
,Dorothy Howell Elementary School,459 Buckner St,Elsmere,KY,41018-2303,Kenton,Non-Rural,,,,,
,East Jessamine Middle School,901 Union Mill Rd,Nicholasville,KY,40356-7002,Jessamine,Non-Rural,,,,,
,Glenn O. Swing Elementary,501 W 19th St,Covington,KY,41014-1141,Kenton,Non-Rural,,,,,
,HealthPoint - First Step Home,2203 Fulton Ave,Cincinnati,OH,45206-2504,Hamilton,Non-Rural,,,,,
,HealthPoint Covington Center,1401 Madison Ave,Covington,KY,41011-3313,Kenton,Non-Rural,,,,,
,HealthPoint Florence,7607 Dixie Hwy,Florence,KY,41042-2644,Boone,Non-Rural,,,,,
,HealthPoint Newport,215 E 11th St,Newport,KY,41071-2203,Campbell,Non-Rural,,,,,
,HealthPoint Nicholasville,101 Orchard Dr,Nicholasville,KY,40356-2690,Jessamine,Non-Rural,,,,,
,HealthPoint Nicholasville CHI Campus,1250 Keene Rd,Nicholasville,KY,40356-7600,Jessamine,Non-Rural,,,,,
,HealthPoint Wilmore,200 Rice St,Wilmore,KY,40390-1359,Jessamine,Non-Rural,,,,,
,Holmes Middle School,2500 Madison Ave,Covington,KY,41014-1658,Kenton,Non-Rural,,,,,
,James E. Biggs ECE Center,1124 Scott St,Covington,KY,41011-3168,Kenton,Non-Rural,,,,,
,Jessamine Early Learning Village updated,847 Wilmore Rd,Nicholasville,KY,40356-9462,Jessamine,Non-Rural,,,,,
,JOHN G. CARLISLE ELEMENTARY SBHC,910 Holman Ave,Covington,KY,41011-3013,Kenton,Non-Rural,,,,,
,Latonia Elementary,3901 Huntington Ave,Covington,KY,41015-1645,Kenton,Non-Rural,,,,,
,Lincoln Elementary School,701 5th Ave,Dayton,KY,41074-1301,Campbell,Non-Rural,,,,,
,Lindeman Elementary School,558 Erlanger Rd,Erlanger,KY,41018-1305,Kenton,Non-Rural,,,,,
,Lloyd High School,450 Bartlett Ave BLDG,Erlanger,KY,41018-1686,Kenton,Non-Rural,,,,,
,Ludlow High School,515 Elm St,Ludlow,KY,41016-1304,Kenton,Non-Rural,,,,,
,Miles Elementary School,208 Sunset Ave,Erlanger,KY,41018-1526,Kenton,Non-Rural,,,,,
,Nicholasville Elementary,414 W Maple St,Nicholasville,KY,40356-1264,Jessamine,Non-Rural,,,,,
,Red Oak Elementary,921 Union Mill Rd,Nicholasville,KY,40356-7002,Jessamine,Non-Rural,,,,,
,Tichenor Middle School,305 Bartlett Ave,Erlanger,KY,41018-1678,Kenton,Non-Rural,,,,,
,Transformational Learning Center (TLC),200 Home Rd,Covington,KY,41011-1942,Kenton,Non-Rural,,,,,
,Transitions,313 Madison Pike,Erlanger,KY,41017-9413,Kenton,Non-Rural,,,,,
,West Jessamine Middle School,1400 Wilmore Rd,Nicholasville,KY,40356-8932,Jessamine,Non-Rural,,,,,
Mental Health,7219992127,"HealthPoint Family Care, Inc.",Federally Qualified Health Center,Kentucky,"Campbell County, KY",,22,NA,Designated,Non-Rural,10/26/2002,09/11/2021
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,6th District Elementary School,1901 Maryland Ave,Covington,KY,41014-1442,Kenton,Non-Rural,,,,,
,9th District Elementary,2800 Indiana Ave,Covington,KY,41015-1029,Kenton,Non-Rural,,,,,
,Brookside Elementary,199 Brookside Dr,Nicholasville,KY,40356-1040,Jessamine,Non-Rural,,,,,
,Dorothy Howell Elementary School,459 Buckner St,Elsmere,KY,41018-2303,Kenton,Non-Rural,,,,,
,East Jessamine Middle School,901 Union Mill Rd,Nicholasville,KY,40356-7002,Jessamine,Non-Rural,,,,,
,Glenn O. Swing Elementary,501 W 19th St,Covington,KY,41014-1141,Kenton,Non-Rural,,,,,
,HealthPoint - First Step Home,2203 Fulton Ave,Cincinnati,OH,45206-2504,Hamilton,Non-Rural,,,,,
,HealthPoint Covington Center,1401 Madison Ave,Covington,KY,41011-3313,Kenton,Non-Rural,,,,,
,HealthPoint Florence,7607 Dixie Hwy,Florence,KY,41042-2644,Boone,Non-Rural,,,,,
,HealthPoint Newport,215 E 11th St,Newport,KY,41071-2203,Campbell,Non-Rural,,,,,
,HealthPoint Nicholasville,101 Orchard Dr,Nicholasville,KY,40356-2690,Jessamine,Non-Rural,,,,,
,HealthPoint Nicholasville CHI Campus,1250 Keene Rd,Nicholasville,KY,40356-7600,Jessamine,Non-Rural,,,,,
,HealthPoint Wilmore,200 Rice St,Wilmore,KY,40390-1359,Jessamine,Non-Rural,,,,,
,Holmes Middle School,2500 Madison Ave,Covington,KY,41014-1658,Kenton,Non-Rural,,,,,
,James E. Biggs ECE Center,1124 Scott St,Covington,KY,41011-3168,Kenton,Non-Rural,,,,,
,Jessamine Early Learning Village updated,847 Wilmore Rd,Nicholasville,KY,40356-9462,Jessamine,Non-Rural,,,,,
,JOHN G. CARLISLE ELEMENTARY SBHC,910 Holman Ave,Covington,KY,41011-3013,Kenton,Non-Rural,,,,,
,Latonia Elementary,3901 Huntington Ave,Covington,KY,41015-1645,Kenton,Non-Rural,,,,,
,Lincoln Elementary School,701 5th Ave,Dayton,KY,41074-1301,Campbell,Non-Rural,,,,,
,Lindeman Elementary School,558 Erlanger Rd,Erlanger,KY,41018-1305,Kenton,Non-Rural,,,,,
,Lloyd High School,450 Bartlett Ave BLDG,Erlanger,KY,41018-1686,Kenton,Non-Rural,,,,,
,Ludlow High School,515 Elm St,Ludlow,KY,41016-1304,Kenton,Non-Rural,,,,,
,Miles Elementary School,208 Sunset Ave,Erlanger,KY,41018-1526,Kenton,Non-Rural,,,,,
,Nicholasville Elementary,414 W Maple St,Nicholasville,KY,40356-1264,Jessamine,Non-Rural,,,,,
,Red Oak Elementary,921 Union Mill Rd,Nicholasville,KY,40356-7002,Jessamine,Non-Rural,,,,,
,Tichenor Middle School,305 Bartlett Ave,Erlanger,KY,41018-1678,Kenton,Non-Rural,,,,,
,Transformational Learning Center (TLC),200 Home Rd,Covington,KY,41011-1942,Kenton,Non-Rural,,,,,
,Transitions,313 Madison Pike,Erlanger,KY,41017-9413,Kenton,Non-Rural,,,,,
,West Jessamine Middle School,1400 Wilmore Rd,Nicholasville,KY,40356-8932,Jessamine,Non-Rural,,,,,
Dental Health,6219992128,"HealthPoint Family Care, Inc.",Federally Qualified Health Center,Kentucky,"Campbell County, KY",,25,NA,Designated,Non-Rural,10/26/2002,09/11/2021
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,6th District Elementary School,1901 Maryland Ave,Covington,KY,41014-1442,Kenton,Non-Rural,,,,,
,9th District Elementary,2800 Indiana Ave,Covington,KY,41015-1029,Kenton,Non-Rural,,,,,
,Brookside Elementary,199 Brookside Dr,Nicholasville,KY,40356-1040,Jessamine,Non-Rural,,,,,
,Dorothy Howell Elementary School,459 Buckner St,Elsmere,KY,41018-2303,Kenton,Non-Rural,,,,,
,East Jessamine Middle School,901 Union Mill Rd,Nicholasville,KY,40356-7002,Jessamine,Non-Rural,,,,,
,Glenn O. Swing Elementary,501 W 19th St,Covington,KY,41014-1141,Kenton,Non-Rural,,,,,
,HealthPoint - First Step Home,2203 Fulton Ave,Cincinnati,OH,45206-2504,Hamilton,Non-Rural,,,,,
,HealthPoint Covington Center,1401 Madison Ave,Covington,KY,41011-3313,Kenton,Non-Rural,,,,,
,HealthPoint Florence,7607 Dixie Hwy,Florence,KY,41042-2644,Boone,Non-Rural,,,,,
,HealthPoint Newport,215 E 11th St,Newport,KY,41071-2203,Campbell,Non-Rural,,,,,
,HealthPoint Nicholasville,101 Orchard Dr,Nicholasville,KY,40356-2690,Jessamine,Non-Rural,,,,,
,HealthPoint Nicholasville CHI Campus,1250 Keene Rd,Nicholasville,KY,40356-7600,Jessamine,Non-Rural,,,,,
,HealthPoint Wilmore,200 Rice St,Wilmore,KY,40390-1359,Jessamine,Non-Rural,,,,,
,Holmes Middle School,2500 Madison Ave,Covington,KY,41014-1658,Kenton,Non-Rural,,,,,
,James E. Biggs ECE Center,1124 Scott St,Covington,KY,41011-3168,Kenton,Non-Rural,,,,,
,Jessamine Early Learning Village updated,847 Wilmore Rd,Nicholasville,KY,40356-9462,Jessamine,Non-Rural,,,,,
,JOHN G. CARLISLE ELEMENTARY SBHC,910 Holman Ave,Covington,KY,41011-3013,Kenton,Non-Rural,,,,,
,Latonia Elementary,3901 Huntington Ave,Covington,KY,41015-1645,Kenton,Non-Rural,,,,,
,Lincoln Elementary School,701 5th Ave,Dayton,KY,41074-1301,Campbell,Non-Rural,,,,,
,Lindeman Elementary School,558 Erlanger Rd,Erlanger,KY,41018-1305,Kenton,Non-Rural,,,,,
,Lloyd High School,450 Bartlett Ave BLDG,Erlanger,KY,41018-1686,Kenton,Non-Rural,,,,,
,Ludlow High School,515 Elm St,Ludlow,KY,41016-1304,Kenton,Non-Rural,,,,,
,Miles Elementary School,208 Sunset Ave,Erlanger,KY,41018-1526,Kenton,Non-Rural,,,,,
,Nicholasville Elementary,414 W Maple St,Nicholasville,KY,40356-1264,Jessamine,Non-Rural,,,,,
,Red Oak Elementary,921 Union Mill Rd,Nicholasville,KY,40356-7002,Jessamine,Non-Rural,,,,,
,Tichenor Middle School,305 Bartlett Ave,Erlanger,KY,41018-1678,Kenton,Non-Rural,,,,,
,Transformational Learning Center (TLC),200 Home Rd,Covington,KY,41011-1942,Kenton,Non-Rural,,,,,
,Transitions,313 Madison Pike,Erlanger,KY,41017-9413,Kenton,Non-Rural,,,,,
,West Jessamine Middle School,1400 Wilmore Rd,Nicholasville,KY,40356-8932,Jessamine,Non-Rural,,,,,
Primary Care,1219992197,"Lewis County Primary Care Center, Inc",Federally Qualified Health Center,Kentucky,"Lewis County, KY",,17,22,Designated,Rural,10/26/2002,09/11/2021
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Ashland Family Health Center,432 16th St,Ashland,KY,41101-7693,Boyd,Non-Rural,,,,,
,Bracken County Family Health Center,1551 Augusta Chatham Rd,Augusta,KY,41002-9224,Bracken,Rural,,,,,
,Bracken County School- based Center,106 Powell St,Brooksville,KY,41004,Bracken,Rural,,,,,
,ELEANOR JOHNSON'S WOMENS CENTER,211 Ky 59 BLDG C,Vanceburg,KY,41179-7647,Lewis,Rural,,,,,
,FLEMINGBURG COUNTY FAMILY H.C,520 Elizaville Ave,Flemingsburg,KY,41041,Fleming,Rural,,,,,
,LEWIS CO FAMILY DENTAL CLINIC,211 Ky 59 BLDG D,Vanceburg,KY,41179-7647,Lewis,Rural,,,,,
,"LEWIS COUNTY PRIMARY CARE CENTER, INC.",211 Ky 59 BLDG A,Vanceburg,KY,41179-7647,Lewis,Rural,,,,,
,Maysville OB/GYN Family Health Center,910 Kenton Station Dr,Maysville,KY,41056-9613,Mason,Rural,,,,,
,MAYSVILLE OB/GYN FAMILY HLTH,927 Kenton Station Dr,Maysville,KY,41056-9617,Mason,Rural,,,,,
,PrimaryPlus - Denham Clinic,525 Tucker Dr,Maysville,KY,41056-9182,Mason,Rural,,,,,
,PrimaryPlus - Grayson,645 Interstate Dr,Grayson,KY,41143,Carter,Rural,,,,,
,PrimaryPlus - Kid Care,1350 Medical Park Dr,Maysville,KY,41056-9615,Mason,Rural,,,,,
,PrimaryPlus - Morehead,2300 KY Highway 801 N,Morehead,KY,40351-8995,Rowan,Rural,,,,,
,PrimaryPlus Medical Specialties & Residency,1 W McDonald Pkwy,Maysville,KY,41056-1164,Mason,Rural,,,,,
,PrimaryPlus Mobile Unit,211 Ky 59 BLDG A,Vanceburg,KY,41179-7647,Lewis,Rural,,,,,
,Ripley School-based Health Center,502 S 2nd St,Ripley,OH,45167-1306,Brown,Rural,,,,,
,Robertson County Family Health Center,45 McDowell St,Mount Olivet,KY,41064-3200,Robertson,Unknown,,,,,
,South Shore Family Health Center,142 Depot Dr,South Shore,KY,41175-9306,Greenup,Rural,,,,,
,Tollesboro Family Health Center & Clinic Pharmacy,17521 W Ky 9,Tollesboro,KY,41189-8243,Lewis,Rural,,,,,
Mental Health,7219992130,"Lewis County Primary Care Center, Inc",Federally Qualified Health Center,Kentucky,"Lewis County, KY",,19,NA,Designated,Rural,10/26/2002,09/11/2021
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Ashland Family Health Center,432 16th St,Ashland,KY,41101-7693,Boyd,Non-Rural,,,,,
,Bracken County Family Health Center,1551 Augusta Chatham Rd,Augusta,KY,41002-9224,Bracken,Rural,,,,,
,Bracken County School- based Center,106 Powell St,Brooksville,KY,41004,Bracken,Rural,,,,,
,ELEANOR JOHNSON'S WOMENS CENTER,211 Ky 59 BLDG C,Vanceburg,KY,41179-7647,Lewis,Rural,,,,,
,FLEMINGBURG COUNTY FAMILY H.C,520 Elizaville Ave,Flemingsburg,KY,41041,Fleming,Rural,,,,,
,LEWIS CO FAMILY DENTAL CLINIC,211 Ky 59 BLDG D,Vanceburg,KY,41179-7647,Lewis,Rural,,,,,
,"LEWIS COUNTY PRIMARY CARE CENTER, INC.",211 Ky 59 BLDG A,Vanceburg,KY,41179-7647,Lewis,Rural,,,,,
,Maysville OB/GYN Family Health Center,910 Kenton Station Dr,Maysville,KY,41056-9613,Mason,Rural,,,,,
,MAYSVILLE OB/GYN FAMILY HLTH,927 Kenton Station Dr,Maysville,KY,41056-9617,Mason,Rural,,,,,
,PrimaryPlus - Denham Clinic,525 Tucker Dr,Maysville,KY,41056-9182,Mason,Rural,,,,,
,PrimaryPlus - Grayson,645 Interstate Dr,Grayson,KY,41143,Carter,Rural,,,,,
,PrimaryPlus - Kid Care,1350 Medical Park Dr,Maysville,KY,41056-9615,Mason,Rural,,,,,
,PrimaryPlus - Morehead,2300 KY Highway 801 N,Morehead,KY,40351-8995,Rowan,Rural,,,,,
,PrimaryPlus Medical Specialties & Residency,1 W McDonald Pkwy,Maysville,KY,41056-1164,Mason,Rural,,,,,
,PrimaryPlus Mobile Unit,211 Ky 59 BLDG A,Vanceburg,KY,41179-7647,Lewis,Rural,,,,,
